tyc	hip	hd	gl	gaia_source_id	reason
8341-302-1		156786		5952794577475288064	no_parallax_published
8341-417-1		329757		5951186812253990400	refused_no_defensible_parallax
8342-2853-1		158987		5952112467947416448	refused_no_defensible_parallax
8344-1931-1		163256		5954343892408177664	refused_no_defensible_parallax
8344-937-1		161764		5954679410938310528	no_parallax_published
8345-3699-1		329851		5950977836318746368	no_parallax_published
8346-1083-1	85358	157597		5950246218746306816	refused_no_defensible_parallax
8346-1907-1		158278		5951617820807579904	no_parallax_published
8346-701-1		157752		5950250410634897408	refused_no_defensible_parallax
8347-1116-1		160736		5948763527314166400	no_parallax_published
8347-984-1		161066		5948700679020593024	no_parallax_published
8347-994-1		160901		5948326299613166976	no_parallax_published
8348-2326-1		162842		5947818046063280896	no_parallax_published
8350-1303-1		158426		5949883001920191616	no_parallax_published
8350-640-1		158292		5949415950019621376	no_parallax_published
8351-1136-1		160633		5946639545712777600	no_parallax_published
8352-1543-1	87389				refused_no_defensible_parallax
8353-2680-1	85072			5925395434861799424	refused_no_defensible_parallax
8354-2087-1		158782		5922204136734522368	refused_no_defensible_parallax
8354-647-1		158930		5946269869283263360	no_parallax_published
8354-65-1		159133			no_parallax_published
8356-1077-2		162397		5945445063759216000	no_parallax_published
8357-2244-1		164660		6719712527751912576	no_parallax_published
8359-2899-1		170751			no_v_magnitude
8360-2009-1		171501		6708763556588535808	no_parallax_published
8362-205-1		166837		6706718808560393472	no_parallax_published
8370-654-1		167890			no_parallax_published
8371-753-1		169644		6655552279036808064	no_parallax_published
8374-2275-1		176036		6710832145973146112	no_parallax_published
8377-100-1		172936			no_parallax_published
8378-2901-1		177145		6661741739229495936	refused_no_defensible_parallax
8380-444-1		182546		6659952760795334400	refused_no_defensible_parallax
8381-272-1		173325		6656271428364468736	refused_no_defensible_parallax
8385-1538-1		173310		6654979605278254208	no_parallax_published
8385-1686-1		174582		6654834847702898304	no_parallax_published
8385-1855-1		175077		6660845602890537728	no_parallax_published
8387-1447-1		177719		6658079747031957632	refused_no_defensible_parallax
8391-381-1		189172		6671742862635897600	no_parallax_published
8397-145-1		184652		6646837549877042560	no_parallax_published
84-312-1		30763		3231655271799799040	no_parallax_published
8402-343-1		186045		6645668391059175296	no_parallax_published
841-1181-1		90791			no_parallax_published
8412-588-1		199545		6482951974502267264	no_parallax_published
8421-521-1		201131		6483642845761308160	no_parallax_published
8432-672-1		205790		6562076920045463168	no_parallax_published
8437-835-1		207852		6564164583389970432	refused_no_defensible_parallax
8441-84-1		209033		6561257337207686912	no_parallax_published
8445-109-1		211314		6511100399885536768	refused_no_defensible_parallax
8446-168-1		214110			no_parallax_published
8448-1042-1		217596		6539676638373111552	refused_no_defensible_parallax
8456-683-1		222716		6525265923581473024	no_parallax_published
8461-532-1		220995		6501540455520211712	no_parallax_published
8462-476-1		221434			no_parallax_published
8483-852-1		13000		4743765544205517440	no_parallax_published
8502-1636-1		26614		4780344749873486720	no_parallax_published
8527-1131-1		38774		4765792163723707776	no_parallax_published
8553-44-1		64408			no_parallax_published
8557-1484-1		64345		5488206487545664640	no_parallax_published
8559-897-1		60231		5486393942629092864	no_parallax_published
856-252-1		99420		3913748163470735616	no_parallax_published
856-564-1		100361		3914423748942459904	no_parallax_published
8560-1249-1		61627		5293947143972702848	refused_no_defensible_parallax
8560-65-1		61358		5486206956932217856	no_parallax_published
8561-1631-2		63927		5295637162061437568	no_parallax_published
8564-859-1		62805			no_parallax_published
8565-210-1		66065		5291052988851171328	refused_no_defensible_parallax
8566-140-1		67196		5512569706715106432	no_parallax_published
8567-1107-1		69711			no_parallax_published
8568-111-1		73722		5321196301989898624	no_parallax_published
8569-3092-1		75539			no_parallax_published
8569-3169-1		76063		5317510743322523904	no_parallax_published
8569-319-1		74340			no_v_magnitude
8575-2712-1		70852		5315863159492320896	no_parallax_published
8579-2692-2		71130			no_parallax_published
8582-296-1		299812		5323316336505963904	no_parallax_published
8583-2014-1		299925		5311062382514577408	no_parallax_published
8583-2953-1		299865		5311564442689363968	refused_no_defensible_parallax
8583-4054-1		299831		5311809844247945088	no_parallax_published
8584-1850-1		82667			no_parallax_published
8585-1909-1		298596		5309147926607013888	no_parallax_published
8586-424-1		302076		5304104913446956416	no_parallax_published
8586-906-1		299828		5305140481598919296	no_parallax_published
8587-1028-1		299979		5309969193078777088	refused_no_defensible_parallax
8587-1551-1		299858		5310904258970094848	no_parallax_published
8589-2315-1		300266		5308027146303425280	no_parallax_published
8589-728-1		300192		5307128192469042816	no_parallax_published
8590-828-1		302083			no_parallax_published
8591-1542-1		79718		5309834605981982720	no_parallax_published
8591-281-1		302129		5309765302389375616	no_parallax_published
8592-196-1	46847	82919		5306936808717438208	refused_no_defensible_parallax
8592-2307-1		302188		5306601251521139712	no_parallax_published
8592-284-1		300162			no_parallax_published
8592-412-1		302269		5306556240265106816	no_parallax_published
8593-2561-1		84372		5306276174038980992	no_parallax_published
8593-2591-1		300285		5307584902114755584	no_parallax_published
8595-2449-1		80487		5300279884285158912	no_parallax_published
8598-1939-1		84979		5308435855376673920	no_parallax_published
8601-2296-1		299203		5354196734744487424	no_parallax_published
8601-2420-1		299205		5354204401291154432	no_parallax_published
8601-3288-1		299241		5354142656838296064	no_parallax_published
8601-3734-1		299245		5354126164164347776	no_parallax_published
8601-930-1		299243		5354500582230566400	no_parallax_published
8602-1742-1		300356		5308077277137124736	no_parallax_published
8602-1797-1		300300		5308337620899396096	refused_no_defensible_parallax
8602-365-1		300360		5260025492271865600	no_parallax_published
8602-845-1	48865	86633		5259948285948781824	refused_no_defensible_parallax
8603-1282-1		87750		5356199946182554752	no_parallax_published
8603-1851-1		300555		5355184684614299520	no_parallax_published
8603-842-1		87153		5356277530468293120	refused_no_defensible_parallax
8604-1262-1		299112		5355412524058873600	no_parallax_published
8604-2090-1		299073		5355640878845295616	no_parallax_published
8605-1418-1		300900		5352133879134937088	no_parallax_published
8605-1765-1		299319			no_parallax_published
8605-270-1	51662	91593			no_parallax_published
8605-442-1		300748		5355380535135972736	no_parallax_published
8607-1397-1		300447		5259346509489868288	no_parallax_published
8608-2150-1		300715			no_parallax_published
8609-415-1		303050		5351553994147652736	no_parallax_published
8609-689-1		302951		5351469125597608832	no_parallax_published
8609-737-1		302842			no_v_magnitude
8609-937-1		302943			no_parallax_published
8609-970-1		303047			no_parallax_published
8610-1272-1		304765			no_parallax_published
8610-1936-1		304768		5257430988454448768	no_parallax_published
8610-2253-1		86701		5259110939132790528	no_parallax_published
8610-425-1		302443		5257621822442599680	no_parallax_published
8610-44-1		86201		5257662744892113152	refused_no_defensible_parallax
8610-777-1		302445		5257613850986606080	refused_no_defensible_parallax
8611-1134-1	49609	302564		5258279124227829376	no_parallax_published
8611-1934-1		88030		5258057229048929024	no_parallax_published
8611-589-1		88570		5258233838086167040	refused_no_defensible_parallax
8611-666-1		304812		5256792928119973120	refused_no_defensible_parallax
8612-1283-1		302807		5255473789034920064	no_parallax_published
8612-1432-1		302672		5255649706570214016	no_parallax_published
8612-1763-1		89497		5255107514229048192	no_parallax_published
8612-698-1		90616		5255601847774716032	no_parallax_published
8612-883-1		302708		5255496054147041664	no_parallax_published
8613-1225-1		303218		5254484778335623040	no_parallax_published
8613-1286-1		303086		5351405457000916736	no_parallax_published
8613-1637-1		92234			no_parallax_published
8613-26-1		303113			no_parallax_published
8613-75-1		91360		5255283504805965696	no_parallax_published
8614-2709-1		93050		5354222715024044800	no_parallax_published
8614-2857-1		93069		5354222543225348992	no_parallax_published
8614-3033-1		92615		5354305590703502080	no_parallax_published
8614-602-1		299433		5359639596491737728	refused_no_defensible_parallax
8615-1236-1		299484		5359712095534504576	refused_no_defensible_parallax
8615-2221-1		299459		5353327025356469888	no_parallax_published
8615-2710-1		95523		5347282425836131840	no_parallax_published
8616-1661-1		98072		5347648116518069632	refused_no_defensible_parallax
8616-319-1		299706		5347787234792642944	refused_no_defensible_parallax
8618-2438-1		299470		5353384264374711168	no_parallax_published
8618-685-1		299409		5353399661852483712	refused_no_defensible_parallax
8619-1559-1		301116		5353125127519392256	no_parallax_published
8619-157-1		94921		5353156635430606080	no_parallax_published
8619-332-1		301203		5340704700616273152	no_parallax_published
8619-39-1		299635		5347233531924146176	no_parallax_published
8619-662-1		301327		5341049397500401792	refused_no_defensible_parallax
8619-756-1		94787		5352711814255073664	no_parallax_published
8619-954-1		95411			no_parallax_published
8620-2178-1		97030		5340871895087759616	refused_no_defensible_parallax
8620-798-1		98338		5346229299828251008	no_parallax_published
8621-1023-1		301662		5343335110374503040	refused_no_defensible_parallax
8621-1094-1		301661		5345965588865422848	refused_no_defensible_parallax
8621-1142-1		100252			no_parallax_published
8621-1353-1		301686			no_parallax_published
8621-474-1		301602		5346466588202515712	refused_no_defensible_parallax
8621-577-1		301562		5346210470693773440	no_parallax_published
8621-962-1		301647		5346491460336254976	no_parallax_published
8622-1618-1		301088		5352616156753980544	refused_no_defensible_parallax
8622-164-1		303158		5350764888381489280	no_parallax_published
8622-2500-1		300922		5351349828596899968	no_parallax_published
8622-3390-1		301164		5352548880348471424	no_parallax_published
8623-1480-1		301151		5352583205761903872	refused_no_defensible_parallax
8623-244-1		301177		5340521185233852032	no_parallax_published
8623-721-1		303533		5338980219703210368	no_parallax_published
8624-1887-1		301475		5340101652838709632	refused_no_defensible_parallax
8624-347-1		303781		5340307811279932800	refused_no_defensible_parallax
8624-369-1		303879		5340284962052585472	no_parallax_published
8624-50-1		303796		5340200368384451584	no_parallax_published
8625-1505-1		301666		5342943890399002624	refused_no_defensible_parallax
8625-1995-1		99511		5345825057538003584	refused_no_defensible_parallax
8625-268-1		304145		5339677752420115584	no_parallax_published
8625-318-1		304310		5336726255232961024	no_parallax_published
8625-593-1		304422		5336736868056185600	no_parallax_published
8625-762-1		304221		5339793583425952640	refused_no_defensible_parallax
8625-800-1		304292		5339762243017130880	no_parallax_published
8626-2097-1		92853		5254288549885796736	no_parallax_published
8626-2437-1		303209			no_parallax_published
8626-2809-1		303308		5350358584482202880	no_parallax_published
8626-325-1		94201		5338451388987846400	no_parallax_published
8626-506-1		303478		5338834701883102464	no_parallax_published
8626-592-1		303456		5350878481710741504	no_parallax_published
8626-853-1		92630			no_parallax_published
8627-1024-1		305749		5338368994328243584	no_parallax_published
8627-1541-1		96213			no_parallax_published
8627-1625-1		96246		5338656203039071744	refused_no_defensible_parallax
8627-1770-1		95990		5338702318148702976	no_parallax_published
8627-2106-1		303553			no_parallax_published
8627-2508-1		303737			no_parallax_published
8627-527-1		303751		5338676239116904960	no_parallax_published
8627-758-1		303584		5338381844878032128	no_parallax_published
8627-822-1		303773		5338597142943080832	no_parallax_published
8628-1308-1		97521		5339404803010039168	no_parallax_published
8628-1589-1		304030			no_parallax_published
8628-176-1		96686			no_v_magnitude
8628-1844-1		304006		5339344913944428800	no_parallax_published
8628-754-1		303826		5337886308732500352	refused_no_defensible_parallax
8631-1238-1		102983			no_parallax_published
8634-1683-1		100515			no_parallax_published
8635-2027-1		103344		5343794603153104640	refused_no_defensible_parallax
8636-1829-1		105384		6075866521711780352	no_parallax_published
8636-2547-1		105801		6075595870052993024	no_parallax_published
8636-559-1		106167		6075538832889929216	no_parallax_published
8638-1135-1		102115		5342349088962993792	no_parallax_published
8638-119-1		301885		5341817784338313088	no_parallax_published
8638-67-1		301862		5342227043168974080	no_parallax_published
8639-1622-1		301844		5342335787424663936	no_parallax_published
8639-2150-1		301946		5342322288371154432	no_parallax_published
8640-1140-1		104992		6072038743786686592	no_parallax_published
8640-584-1		104232		6072352138962015488	no_parallax_published
8641-1259-1		107737		6071817604507678464	refused_no_defensible_parallax
8642-115-1		306694		5335915090556925184	no_parallax_published
8642-171-1		306931		5336361904528503808	no_parallax_published
8642-397-1		304608		5336400181317000192	no_parallax_published
8642-568-1		304546		5336336340943318400	no_parallax_published
8642-846-1		306961		5335489751344836608	no_parallax_published
8642-978-1		307044		5335589493312012288	no_parallax_published
8644-508-1		104537		6071161608396858624	refused_no_defensible_parallax
8649-1484-1		115096		6068044969632589440	no_parallax_published
8649-1562-1	64025	113840		6067803115747253632	refused_no_defensible_parallax
8653-1005-1		115012		6066526170447168512	no_parallax_published
8653-1091-1		115238		6066607328139048320	no_parallax_published
8653-1671-1		114392		6066796134897718656	refused_no_defensible_parallax
8653-642-1		114119		6066860284530842240	no_parallax_published
8657-1335-1		114602		6063485745920860544	no_parallax_published
8658-720-1		108688		6059469023781598208	no_parallax_published
866-346-1		105218		3905992212744234240	no_parallax_published
8664-2452-1		121748		6089183286841710336	no_parallax_published
8669-1794-1		122987		5895564241324066048	no_parallax_published
8669-260-1		122264		5872404643793230336	no_parallax_published
8670-1213-1		115701			no_parallax_published
8671-445-1		118922		5871877118729406336	no_parallax_published
8672-922-1		120840		5870923532891716224	no_parallax_published
8673-1656-1		122033		5871129107256710400	no_parallax_published
8673-471-1		121931		5871341961468221696	no_parallax_published
8678-1081-1		125204		5896195120464304000	no_parallax_published
8683-368-1		127682		5894188473067049856	no_parallax_published
8684-1155-1		129385			no_parallax_published
8685-2561-1		132625		5881362983498234752	refused_no_defensible_parallax
8685-263-1		131466		5881552889787620480	no_parallax_published
8686-226-1		124621			no_parallax_published
8687-511-1		127570		5891354761058768256	no_parallax_published
8688-101-1		130884		5880690563412120832	no_parallax_published
8691-1350-1		126356		5890923821189734400	no_parallax_published
8691-1901-1		127157		5890916055906635904	no_parallax_published
8691-3068-1		128559		5878957973576324096	no_parallax_published
8692-540-1		129463			no_parallax_published
8694-1488-1		135648		5887156722582153472	no_parallax_published
8694-1575-1		134007		5887600650418511104	refused_no_defensible_parallax
8694-1753-1		134998		5888319799725432192	no_parallax_published
8694-817-1		134801		5888222905269953792	refused_no_defensible_parallax
8695-2656-1		136898		5888764483429677056	no_parallax_published
8695-2898-1		136788		5888821451919365248	no_parallax_published
8696-653-1		139038		5885509963387837184	no_parallax_published
8697-1420-1		141818		5884987970217005440	no_parallax_published
8698-1397-1	74974	135784		5886459632187888256	no_parallax_published
87-946-1		30000			no_parallax_published
8701-514-1		142001		5884526106658330880	refused_no_defensible_parallax
8701-64-1		140944			no_parallax_published
8702-241-1		134730		5880165890173565696	no_parallax_published
8702-924-1		134486			no_parallax_published
8702-993-1		134101		5880499901193591040	no_parallax_published
8703-458-1		136900		5883063275131246208	no_parallax_published
8704-1843-1		139369		5882394359824950272	no_parallax_published
8704-26-1		138299			no_parallax_published
8705-2973-1		141368		5884000368340958592	no_parallax_published
8706-649-1		135290			no_parallax_published
8707-1990-2		136416			no_parallax_published
8707-84-1		137756			no_parallax_published
8709-3026-1		141784		5833910295060172672	no_parallax_published
8710-1256-1		143886		5932899636151369856	no_parallax_published
8710-1917-1	78997	144261		5932844209518910720	refused_no_defensible_parallax
8711-2170-1		145762		5933092909630379776	no_parallax_published
8711-590-1		146782		5932147260999289984	refused_no_defensible_parallax
8713-1664-1		150446		5930737790123234816	no_parallax_published
8715-1242-1		146019		5931779336935567616	no_parallax_published
8720-398-1		147918		5928145107339908992	no_parallax_published
8723-1529-1		145641		5834604460486066944	no_parallax_published
8724-434-1		149697		5927033157457725568	no_parallax_published
8726-2172-1		153967		5923811657107846272	refused_no_defensible_parallax
8735-676-1		156050			no_parallax_published
8737-1998-1		160114		5919445427687450240	no_parallax_published
8742-2065-1		161460		5945104490030338432	refused_no_defensible_parallax
8745-2882-1		171437		6654211802567476352	refused_no_defensible_parallax
8745-711-1		169428		6652917643019247872	no_parallax_published
8752-2046-1		166911		6649305575526663808	no_parallax_published
8759-1036-1		176430		6656639696036647680	no_parallax_published
8761-1320-1		181792		6643905427243962752	no_parallax_published
8762-1252-1		172760		6650056473249739648	no_parallax_published
8762-2258-1		172998			no_parallax_published
8763-311-1		174503		6650345576088541312	no_parallax_published
8765-1501-1		182396		6640504431621465856	no_parallax_published
8767-616-1		176909		6639789164947419904	no_parallax_published
8782-786-1		185748			no_parallax_published
8785-886-1		191646			no_parallax_published
8791-69-1		198249		6471315430630962688	no_parallax_published
8798-763-1		195318		6468076368155698176	no_parallax_published
8800-1314-1		200239		6457749931042968064	refused_no_defensible_parallax
8802-475-1		196154		6455059185572929920	no_parallax_published
8802-59-1		194734		6467367256172500992	no_parallax_published
8805-361-1		201428		6453401122035099392	no_parallax_published
881-34-1	61472				refused_no_defensible_parallax
8811-515-1		205450		6461677970692861824	no_parallax_published
8819-22-1		206256		6458779692402122368	no_parallax_published
8837-907-1		220205		6492099739445750784	no_parallax_published
8839-134-1		223133		6488454514801303296	no_parallax_published
8844-255-1		3623		4708433116003360256	no_parallax_published
8845-1463-1		6435			no_parallax_published
8846-1188-1		92		4707726439264636800	no_parallax_published
8853-591-1		11528			no_parallax_published
8856-103-1		11010		4698918560852202880	no_parallax_published
8868-1260-1		25397		4679469574546703872	no_parallax_published
8871-978-1		25379		4673223970544416128	refused_no_defensible_parallax
8874-422-1		25278		4669570877520312320	refused_no_defensible_parallax
8878-116-1		34954		4760564054655440768	no_parallax_published
8882-18-1		35309		4760507120567939968	refused_no_defensible_parallax
8882-216-1		34621		4664260339443566080	no_parallax_published
8882-839-1		34460		4760441871428557952	no_parallax_published
8884-521-1		270802		4663135470328725888	no_parallax_published
8889-10-1		268732		4662149551990093696	no_parallax_published
8889-309-1		268775		4661711430976561408	refused_no_defensible_parallax
8889-370-1		268926		4662033828435485696	no_parallax_published
8889-380-1		270933		4662245690571920640	no_parallax_published
8889-415-1		268939		4661879003439588352	no_parallax_published
8889-473-1	22885	268719		4661720536326765184	no_parallax_published
8889-481-1		268727		4662140893372821888	no_parallax_published
8889-517-1		268685		4661728572186283264	no_parallax_published
8889-531-1		32228		4662151235654876032	no_parallax_published
8889-570-1		268715		4662155839823561216	no_parallax_published
8889-572-1		268743		4662152021597006080	no_parallax_published
8889-599-1		270918		4662285204267011328	no_parallax_published
8890-139-1		269452		4660421910024301952	no_parallax_published
8890-640-1		269411		4660409368686097152	no_parallax_published
8890-694-1	24907	269371		4658866685180816384	no_parallax_published
8890-695-1		269171		4661833236264450560	no_parallax_published
8890-704-1		269440		4658882353222625920	no_parallax_published
8890-720-1		271163		4660612881443486720	no_parallax_published
8890-736-1		269370		4658892966050403840	no_parallax_published
8890-777-1		269183		4658829954619250304	no_parallax_published
8890-834-1		269187		4658832561630349952	no_parallax_published
8890-836-1		271192		4660554298082052864	no_parallax_published
8890-852-1		269189		4658831225930402688	no_parallax_published
8890-894-1		269339		4660490663850736896	no_parallax_published
8890-900-1		35538		4658891286755162496	no_parallax_published
8890-970-1		271067		4663502569803085440	no_parallax_published
8891-2136-1		269917		4659527526027224320	no_parallax_published
8891-2204-1		269587		4660234134068620288	no_parallax_published
8891-3216-1		269721		4660166445377423232	no_parallax_published
8891-3217-1		269713		4660121640275053952	no_parallax_published
8891-3230-1		36402		4658681898503248256	no_parallax_published
8891-3261-1		271279		4660756745664545152	no_parallax_published
8891-3307-1		269682		4660158405197578240	no_parallax_published
8891-3341-1		269591		4660187507898616448	no_parallax_published
8891-3347-1		269540		4658684784721986688	no_parallax_published
8891-3352-1		269761		4660260625419011584	no_parallax_published
8891-3353-1		269628		4660210357126991360	no_parallax_published
8891-3400-1		270037		4659475844658235520	no_parallax_published
8891-3413-1		269841		4660135929586764416	no_parallax_published
8891-3435-1	25892	269697		4660124762671796096	no_parallax_published
8891-3445-1		270033		4659475466701114624	no_parallax_published
8891-3462-1		269638		4660180670310935680	no_parallax_published
8891-3474-1		269639		4660180567231735296	no_parallax_published
8891-3479-1		269678		4660134628256695424	no_parallax_published
8891-3568-1		271389		4660677546464879872	no_parallax_published
8891-395-1		271374		4660689950331221376	no_parallax_published
8894-1900-1		44825		5481444727256439936	refused_no_defensible_parallax
8895-888-1		49076		5479021820242546688	no_parallax_published
8898-1908-1		44668		5481068423697895552	no_parallax_published
8900-966-1		271723		4756367974692128384	no_parallax_published
8904-1454-1		270111		4659451968980169984	no_parallax_published
8904-1462-1		270236			no_v_magnitude
8904-1479-1		270105		4659449078418876160	no_parallax_published
8904-772-1		271672		4755827461650390528	no_parallax_published
8904-829-1		271565		4659969834611057280	refused_no_defensible_parallax
8905-1180-1		271881		5284257938268159360	no_parallax_published
8912-2-1		51830		5478807759072483968	no_parallax_published
8919-167-1		63512		5275372746149406208	no_parallax_published
8921-1072-1		59447		5281310937872167808	no_parallax_published
8932-106-1		69362		5277251300424669440	refused_no_defensible_parallax
8939-1141-1		311204			no_parallax_published
8939-2193-1		311184		5272211001685962752	no_parallax_published
8939-614-1		77089		5272178875330563200	no_parallax_published
8940-1368-1		79388		5299678657579380352	no_parallax_published
8941-1786-1		304734		5250899786296910336	no_parallax_published
8942-2296-1		85611		5256968265855234944	refused_no_defensible_parallax
8942-851-1		302420		5257075605682410880	no_parallax_published
8943-1031-1		304851		5256708403165701760	no_parallax_published
8943-1665-1		304904		5256496266126573184	no_parallax_published
8943-2400-1		305030		5253365509863329280	no_parallax_published
8943-2898-1		304877		5256358621028163712	no_parallax_published
8943-451-1		87205		5256706856977560704	no_parallax_published
8943-535-1		87567		5256697201883172224	no_parallax_published
8943-93-1		304858		5256689470941457664	no_parallax_published
8946-1745-1		86412		5249679534545055616	no_parallax_published
8947-1745-1		307475		5252676253495241216	no_parallax_published
8949-594-1		309770		5249071951282470144	no_parallax_published
8950-69-1		307450			no_parallax_published
8951-442-1		309874		5246276580416334848	no_parallax_published
8952-1100-1		79742		5247941825122833536	refused_no_defensible_parallax
8954-1282-1		84557		5248970212095252224	no_parallax_published
8956-1261-1		305308		5254366237268276736	no_parallax_published
8956-1603-1		305289		5254405991473421952	no_parallax_published
8956-2009-1		305090		5254701004174825344	no_parallax_published
8956-2011-1		305292		5254416883524197632	no_parallax_published
8956-2310-1		305245		5254744366177782144	no_parallax_published
8956-2446-1		305232		5254767009243342208	no_parallax_published
8956-3102-1		305077		5254907781076999680	no_parallax_published
8956-3395-1		305096		5254892903278383104	no_parallax_published
8956-3593-1		305094			no_parallax_published
8956-48-1		305339		5253793975797364864	no_parallax_published
8957-166-1		305546		5350281893530798848	no_parallax_published
8957-2248-1		92064			no_parallax_published
8957-2349-1		305590		5242013464637459456	no_parallax_published
8957-378-1		305611			no_parallax_published
8957-501-1		94187		5338286698411344128	refused_no_defensible_parallax
8958-1506-1		305702		5338246501868949376	no_parallax_published
8958-2090-1		305759		5338136516323064704	no_parallax_published
8958-2168-1		305838		5241831525471960960	no_parallax_published
8958-2535-1		305881			no_parallax_published
8958-590-1		305858			no_parallax_published
8958-635-1		308166		5337895929447089024	no_parallax_published
8959-112-1		97499		5337230003351018752	no_parallax_published
8959-1997-1		306396			no_parallax_published
8959-2515-1		306379		5337490725065727872	refused_no_defensible_parallax
8959-442-1		306210		5337225708383724288	refused_no_defensible_parallax
8960-272-1		307735		5252089904544057088	no_parallax_published
8960-344-1		307708			no_parallax_published
8960-419-1		307653		5253037305648501632	no_parallax_published
8961-2000-1		91996		5251928757391031040	refused_no_defensible_parallax
8961-337-1		92744		5253597953488005632	no_parallax_published
8961-919-1		93236		5241583899179442816	refused_no_defensible_parallax
8962-2512-1		308192		5240888354985358720	refused_no_defensible_parallax
8962-721-1		308179		5241027477561078272	no_parallax_published
8963-1110-1		308286		5240970951464691840	no_parallax_published
8963-1422-1		308295		5240753630443142784	no_parallax_published
8963-361-1		308416		5237685958628765696	no_parallax_published
8963-62-1		97299		5337086787632132224	no_parallax_published
8965-1224-1		94115		5241164710364860928	no_parallax_published
8965-137-1		308015			no_v_magnitude
8965-261-1		307938			no_v_magnitude
8965-32-1		307925			no_v_magnitude
8965-354-1		307954			no_v_magnitude
8965-425-1		307934			no_v_magnitude
8965-585-1		310125		5239697618242468608	no_parallax_published
8965-778-1		308009		5241166561452850176	no_parallax_published
8965-78-1		307937			no_v_magnitude
8965-97-1		307953			no_v_magnitude
8966-1231-1		96448		5240222531969681792	no_parallax_published
8966-1422-1		310240		5238773135127400960	refused_no_defensible_parallax
8966-329-1		308210			no_parallax_published
8966-469-1		308153		5240384263264545280	no_parallax_published
8966-847-1		308150		5240432332523291904	no_parallax_published
8969-43-1		91945		5233071205247563392	no_parallax_published
8969-659-1		310140			no_parallax_published
8969-697-1		310148			no_parallax_published
8970-1261-1		94629		5238234782418804480	no_parallax_published
8970-1429-1		310346		5238673698038860288	no_parallax_published
8971-1697-1		310497		5240079251855362688	no_parallax_published
8971-533-2		98028		5235434090097753472	no_parallax_published
8972-1550-1	56167	100135		5335984943904659328	refused_no_defensible_parallax
8972-1913-1		306518		5335948002819336576	no_parallax_published
8972-2094-1		307006		5335028123904504448	no_parallax_published
8972-2202-1		306625			no_parallax_published
8972-2826-1		99942			no_parallax_published
8972-472-1		308634		5334194183023373184	no_parallax_published
8972-523-1		306508			no_parallax_published
8972-699-1		306608		5335970134855000192	no_parallax_published
8972-807-1		101702			no_parallax_published
8972-906-1		306985		5335818127365373312	no_parallax_published
8973-1001-1		309271		5334753147252084352	no_parallax_published
8973-1976-1		307384		5335269745946447616	refused_no_defensible_parallax
8973-199-1		307179		5335503082863772160	no_parallax_published
8973-218-1		307170		5335510951246123264	no_parallax_published
8973-2564-1		307385		5341273594811541888	no_parallax_published
8973-655-1		306981		5335449344287136384	no_parallax_published
8973-875-1		307183		5335505007050637312	no_parallax_published
8974-2142-1		309498		6058476096031147264	no_parallax_published
8974-2221-1		104648			no_parallax_published
8975-1944-1		109164			no_parallax_published
8976-1300-1		308948			no_parallax_published
8976-1507-1		308827			no_parallax_published
8976-1588-1		308525		5333716926240859136	no_parallax_published
8976-169-1		308650		5334075710637010816	refused_no_defensible_parallax
8976-1894-1		308899		5333342572581410944	no_parallax_published
8976-350-1		308771			no_parallax_published
8976-421-1		308568		5334243592319544448	no_parallax_published
8976-5178-1		100279		5334088904775467648	no_parallax_published
8976-5393-1	56769	101205		5333579693452440576	refused_no_defensible_parallax
8976-773-1		101655		5333375596632629504	no_parallax_published
8977-1519-1		308945		5333190466349246208	no_parallax_published
8977-1798-1		104143		5334514072226629376	no_parallax_published
8977-3352-1		309348		5333027944800051840	refused_no_defensible_parallax
8977-4497-1		309220		5333101199767935232	no_parallax_published
8977-4540-1		309129			no_parallax_published
8977-4812-1		309337		5334540735382184832	no_parallax_published
8977-4859-1		308993		5333361406041558016	no_parallax_published
8978-1608-1		309505		6057701039115603200	no_parallax_published
8978-2398-1		309469			no_parallax_published
8978-3713-1		309356			no_parallax_published
8978-3854-1		309448		6057430804127678592	no_parallax_published
8978-4105-1		309357		6057341503159453312	no_parallax_published
8978-6106-1		104387			no_parallax_published
8979-2009-1		107251		6053757438841675136	no_parallax_published
8979-3465-1		108249			no_parallax_published
8980-2247-1		100530			no_parallax_published
8981-1431-1	58126	103558		5332886176521363584	no_parallax_published
8982-1381-1		311073		6053190125203185152	no_parallax_published
8982-3745-1		105366			no_parallax_published
8982-555-1		105533		6052900060307103104	refused_no_defensible_parallax
8983-1544-1		108053		5861185227186027008	refused_no_defensible_parallax
8983-663-1		108258		5861165500319128192	no_parallax_published
8984-533-1		100480			no_parallax_published
8986-1610-1		311099		5860716281098076160	no_parallax_published
8986-3114-1		311096			no_parallax_published
8988-1878-1		311793		6056361185470883712	no_parallax_published
8988-2743-1		311975		6055597299741864832	no_parallax_published
8988-2804-1		311814		6056259068277150976	no_parallax_published
8988-867-1		311822			no_parallax_published
8988-903-1	61479	109517		6054730369177817856	refused_no_defensible_parallax
8989-1428-1	63299	112536		6055751540594114816	refused_no_defensible_parallax
8989-1897-1		312110			no_parallax_published
8989-2294-1		111714		6056401489432044032	no_parallax_published
8989-2395-1		312121			no_parallax_published
8989-279-1		312062		6056788964197347200	refused_no_defensible_parallax
8989-825-1		312205		6056001370284296448	no_parallax_published
8991-2142-1		118641			no_parallax_published
8991-538-2		118886		5865714179943068544	no_parallax_published
